Codigo do Item,Descrição do Item,Marca,País de Origem,Produtor,Tipo de Vinho,Safra,Preço,Desconto Máximo,Tipo de Garrafa,Estoque Atual,GTIN Un.,GTIN Cod. Barra,DUN Un.,DUN Cod. Barra,Região de Origem,Tipo de Uva,Percentual IPI,UPDATED_AT,Valor em Real,Valor com desconto,col_22
38265,DOPFF AU MOULIN GEWURZTRAMINER TERRES EPICEES VIN D ALSACE 2022 (BCO) (DOPFF AU MOULIN),Mistral,França,DOPFF AU MOULIN,Branco,2022,69.5,35,750ml,609,GF,3179200011301,CAIXA C/6,03179201011300,Alsace,Gewürztraminer,6.5,2026/01/16 08:00:02.963000000,374.2297,339.2297,
36692,VALLONTANO RESERVA TANNAT 2020 (TTO) (VALLONTANO),Mistral,Brasil,VALLONTANO,Tinto,2020,136.5,35,750ml,3552,GF,7898902050024,CAIXA C/6,1789890205021,Serra Gaúcha,Tannat (100%),0,2026/01/16 08:00:02.963000000,734.9979,699.9979,
38657,REGALEALI BIANCO DOC SICILIA 2023 (BCO) (TASCA D ALMERITA),Mistral,Itália,TASCA D'ALMERITA,Branco,2023,33.5,35,750ml,3,GF,8052462546758,CAIXA C/6,8052462544471,Sicília,"Inzolia (33%), Catarratto (27%), Grecanico (30%) e Chardonnay (10%)",6.5,2026/01/16 08:00:02.963000000,180.3841,145.3841,
39197,SALADINI PILASTRI ROSSO PICENO DOC 2023 (TTO) (SALADINI PILASTRI),Mistral,Itália,SALADINI PILASTRI,Tinto,2023,26.9,35,750ml,1518,GF,8018372905030,CAIXA C/12,38018372604576,Marche,"Sangiovese, Montepulciano",6.5,2026/01/16 08:00:02.963000000,144.84573999999998,109.84573999999998,
38928,ROSEROCK PINOT NOIR 2022 (TTO) (DOMAINE DROUHIN OREGON),Mistral,Estados Unidos,DOMAINE DROUHIN OREGON,Tinto,2022,112.9,35,750ml,122,GF,012086009150,CAIXA C/6,10012086009157,Oregon,Pinot Noir (100%),6.5,2026/01/16 08:00:02.963000000,607.92134,572.92134,
39171,ANIMAL CHARDONNAY 2024 (BCO) (TIKAL - ERNESTO CATENA),Mistral,Argentina,TIKAL - ERNESTO CATENA,Branco,2024,32.9,35,750ml,1285,GF,7798126080787,CAIXA C/6,17798126080784,Mendoza,Chardonnay (100%),6.5,2026/01/16 08:00:02.963000000,177.15334,142.15334,
38989,EL ENEMIGO BONARDA 2022 (TTO) (EL ENEMIGO),Mistral,Argentina,EL ENEMIGO,Tinto,2022,49.9,35,750ml,3860,GF,7794450002822,CAIXA C/6,17794450002829,Mendoza,,6.5,2026/01/16 08:00:02.963000000,268.69154,233.69153999999997,
38607,DOMAINE DE VILLAINE BOUZERON AOC ALIGOTE 2022 (BCO) (DOMAINE AUBERT E PAMELA DE VILLAINE),Mistral,França,D. AUBERT & PAMÉLA DE VILLAINE,Branco,2022,139.9,25,750ml,227,GF,0097985151070,CAIXA C/6,20097985151074,Bourgogne,Aligote Dore,6.5,2026/01/16 08:00:02.963000000,753.30554,728.30554,
36727,LOS VASCOS CHAGUAL CABERNET SAUVIGNON ORGANICO 2021,Mistral_Vinci,Chile,VIÑA LOS VASCOS,Tinto,2021,36.9,35,750ml,2003,GF,7804360000846,CAIXA C/6,17804360000843,Valle de Colchagua,Cabernet Sauvignon (100%),6.5,2026/01/16 08:00:02.963000000,198.69173999999998,163.69173999999998,
33740,FALERIO PALAZZI 2020 (BCO) (SALADINI PILASTRI),Mistral,Itália,SALADINI PILASTRI,Branco,2020,28.5,35,750ml,43,GF,8018372012035,,,Marche,"Passerina, Pecorino, Fiano e Chardonnay.",6.5,2026/01/16 08:00:02.963000000,153.4611,118.46109999999999,
38645,TIKAL AMORIO MALBEC 2022 (TTO) (TIKAL ERNESTO CATENA),Mistral,Argentina,TIKAL - ERNESTO CATENA,Tinto,2022,53.9,35,750ml,1008,GF,7798126084495,CAIXA C/12,37798126080191,Mendoza,Malbec (100%),6.5,2026/01/16 08:00:02.963000000,290.22994,255.22994,
37730,UXMAL MALBEC 2023 (TTO) (BODEGAS UXMAL),Mistral,Argentina,BODEGAS UXMAL,Tinto,2023,18.9,40,750ml,3304,GF,7794450090713,CAIXA C/12,37794450944550,Mendoza,Malbec (100%),6.5,2026/01/16 08:00:02.963000000,101.76893999999999,61.768939999999986,
35451,500 ML SAUTERNES 2020 (BCO) (SCHRODER E SCHYLER),Mistral,França,SCHRÖDER & SCHŸLER,Branco Doce,2020,59.9,35,500ml,2,GF,3263070055456,CAIXA C/12,3263070055463,Bordeaux,Sémillon e Sauvignon Blanc,6.5,2026/01/16 08:00:02.963000000,322.53754,287.53754,
39222,PINOT GRIGIO DELLE VENEZIE DOC 2024 (BCO) (CAMPAGNOLA),Mistral,Itália,CAMPAGNOLA,Branco,2024,24.5,35,750ml,11557,GF,8002645641060,CAIXA C/6,08002645641367,Veneto,Pinot Grigio (100%),6.5,2026/01/16 08:00:02.963000000,131.9227,96.92269999999999,
39051,CATENA CABERNET SAUVIGNON 2023 (TTO) (CATENA ZAPATA),Mistral,Argentina,CATENA ZAPATA,Tinto,2023,33.5,35,750ml,3108,GF,7794450002570,CAIXA C/12,30089046444017,Mendoza,Cabernet Sauvignon (100%),6.5,2026/01/16 08:00:02.963000000,180.3841,145.3841,
37691,375ML CATENA CHARDONNAY 2023 (BCO) (CATENA ZAPATA),Mistral,Argentina,CATENA ZAPATA,Branco,2023,19.9,35,375ml,768,GF,7794450003188,CAIXA C/12,37794450003189,Mendoza,Chardonnay (100%),6.5,2026/01/16 08:00:02.963000000,107.15353999999999,72.15353999999999,
38393,VINA BUJANDA RESERVA 2018 (TTO) (VINA BUJANDA),Mistral,Espanha,VIÑA BUJANDA,Tinto,2018,47.9,35,750ml,362,GF,8436572380134,CAIXA C/12,8436572380271,Rioja,Tempranillo,6.5,2026/01/16 08:00:02.963000000,257.92233999999996,222.92233999999996,
39568,REGALEALI BIANCO DOC SICILIA 2024 (BCO) (TASCA D ALMERITA),Mistral,Itália,TASCA D'ALMERITA,Branco,2024,34.5,35,750ml,3496,GF,8052462548851,CAIXA C/6,8052462544471,Sicília,"Inzolia (33%), Catarratto (27%), Grecanico (30%) e Chardonnay (10%)",6.5,2026/01/16 08:00:02.963000000,185.7687,150.7687,
2278230,LOS VASCOS ROSE 2023 (LOS VASCOS),Mistral_Vinci,Chile,VIÑA LOS VASCOS,Rosado,2023,23.896,45.77,750ml,2232,GF,7804360000396,CAIXA C/12,17804360000393,Valle de Colchagua,"Syrah (60%), Grenache Noir (30%) e Mourvèdre (10%)",6.5,2026/01/16 08:00:02.963000000,128.6704016,82.90040159999998,
37225,375ML ALAMOS CHARDONNAY 2023 (BCO) (ALAMOS - CATENA ZAPATA),Mistral,Argentina,ALAMOS - CATENA ZAPATA,Branco,2023,14.5,35,375ml,6,GF,7794450093745,CAIXA C/12,37794450093746,Mendoza,Chardonnay (100%),6.5,2026/01/16 08:00:02.963000000,78.0767,43.0767,
37851,EL ENEMIGO BONARDA LOS PARAISOS 2021 (TTO) (EL ENEMIGO),Mistral,Argentina,EL ENEMIGO,Tinto,2021,42.9,35,750ml,109,GF,7794450004826,CAIXA C/6,7794450940346,Mendoza,Bonarda (100%),6.5,2026/01/16 08:00:02.963000000,230.99934,195.99934,
38410,JOSEPH DROUHIN BOURGOGNE AOC BLANC 2022 (BCO) (JOSEPH DROUHIN),Mistral,França,JOSEPH DROUHIN,Branco,2022,69.9,35,750ml,1855,GF,012086313011,CAIXA C/6,20012086313015,Bourgogne,Chardonnay,6.5,2026/01/16 08:00:02.963000000,376.38354000000004,341.38354000000004,
37854,EL ENEMIGO BONARDA LA ESPERANZA 2021 (TTO) (EL ENEMIGO),Mistral,Argentina,EL ENEMIGO,Tinto,2021,42.9,35,750ml,860,GF,7794450004901,CAIXA C/6,7794450940377,Mendoza,Bonarda (100%),6.5,2026/01/16 08:00:02.963000000,230.99934,195.99934,
34244,MONTHELIE ROUGE 2017 (TTO) (DOMAINE DE MONTILLE),Mistral,França,DOMAINE DE MONTILLE,Tinto,2017,136.9,25,750ml,51,,,,,Bourgogne,Pinot Noir (100%),6.5,2026/01/16 08:00:02.963000000,737.15174,712.15174,
39126,VINA BUJANDA VIURA 2023 (VINA BUJANDA),Mistral,Espanha,VIÑA BUJANDA,Branco,2023,23.5,35,750ml,310,GF,8436572380103,,,Rioja,Viura (100%),6.5,2026/01/16 08:00:02.963000000,126.5381,91.5381,
38281,CARMEN PREMIER MERLOT RESERVA COLCHAGUA D.O. 2023 (TTO) (VINA CARMEN),Mistral,Chile,VIÑA CARMEN,Tinto,2023,22.9,35,750ml,1076,GF,7804335002646,CAIXA C/12,17804335002643,Valle de Colchagua,Merlot (100%),6.5,2026/01/16 08:00:02.963000000,123.30733999999998,88.30733999999998,
38186,BARISTA CHARDONNAY 2023 (BCO) (BARISTA),Mistral,África do Sul,BARISTA,Branco,2023,36,35,750ml,145,GF,6002039010344,CAIXA C/6,26002039010348,Western Cape,Chardonnay (100%),6.5,2026/01/16 08:00:02.963000000,193.8456,158.8456,
39158,FAMILLE PERRIN COTES-DU-RHONE AOC RESERVE BLANC 2024 (BCO) (FAMILLE PERRIN),Mistral,França,FAMILLE PERRIN,Branco,2024,41.5,35,750ml,181,GF,3296180000177,CAIXA C/12,13296180000464,Rhône,"Grenache Blanc, Marsanne, Roussanne, Viognier",6.5,2026/01/16 08:00:02.963000000,223.46089999999998,188.46089999999998,
34063,"ALSACE ""COMPLANTATION"" 2018 (BCO) (DOMAINE MARCEL DEISS)",Mistral,França,DOMAINE MARCEL DEISS,Branco,2018,57.9,25,750ml,79,GF,3568211188025,,,Alsace,Pinot Blanc e diversas outras 12 castas regionais.,6.5,2026/01/16 08:00:02.963000000,311.76833999999997,286.76833999999997,
38250,ANGELICA ZAPATA CHARDONNAY 2021 (BCO) (CATENA ZAPATA),Mistral,Argentina,CATENA ZAPATA,Branco,2021,65.9,35,750ml,5,GF,7794450008268,CAIXA C/4,27794450008262,Mendoza,Chardonnay (100%),6.5,2026/01/16 08:00:02.963000000,354.84514,319.84514,
36153,MOULIN DE GASSAC SYRAH PAYS DOC IGP 2021 (TTO) (Mas De Daumas Gassac),Mistral,França,MAS DE DAUMAS GASSAC,Tinto,2021,23.9,35,750ml,118,GF,3257698308100,CAIXA C/6,3257698308605,Languedoc-Roussillon,Syrah (100%),6.5,2026/01/16 08:00:02.963000000,128.69194,93.69193999999999,
27991,"4,5 L GRAHAM S 10 YEARS OLD TAWNY (POR) (GRAHAM S)",Mistral,Portugal,GRAHAM'S,Porto,Não se aplica,699.9,35,4500ml,263,GF,5010867404953,CAIXA C/ 1,05010867404953,Douro,"Touriga Franca, Touriga Nacional, Tinta Barroca, Tinta Roriz, Outras",13,2026/01/16 08:00:02.963000000,3768.6815399999996,3733.6815399999996,
39620,ALTANO 2022 (TTO) (ALTANO/ SYMINGTON),Mistral,Portugal,ALTANO / SYMINGTON,Tinto,2022,23.9,35,750ml,4909,GF,5010867203969,CAIXA C/6,05010867203976,Douro,"Touriga Franca (40%), Tinta Roriz (30%), Tinta Barroca (30%)",6.5,2026/01/16 08:00:02.963000000,128.69194,93.69193999999999,
38902,ALBUQUERQUE & DAVO ESPUMANTE NATURE (ESP)  (ALBUQUERQUE & DAVO),Mistral,Brasil,ALBUQUERQUE & DAVO,Espumante,Não se aplica,179,35,750ml,653,GF,7898968353114,,,São Paulo,Chardonnay (100%),0,2026/01/16 08:00:02.963000000,963.8434,928.8434,
39043,LA PETITE PERRIERE PINOT NOIR ROSE 2024 (DOMAINE GUY SAGET),Mistral,França,SAGET LA PERRIÈRE,Rosado,2024,29.9,35,750ml,375,GF,3276210812109,CAIXA C/6,13276211812129,Loire,Pinot Noir (100%),6.5,2026/01/16 08:00:02.963000000,160.99954,125.99954,
36238,EPICURO ROMA ROSSO DOC 2019 (TTO) (EPICURO),Mistral,Itália,EPICURO,Tinto,2019,29.9,35,750ml,169,GF,8021904306113,CAIXA C/6,8021904306144,Lazio,"Montepulciano (60%), Syrah (20%) e Cesanese (20%)",6.5,2026/01/16 08:00:02.963000000,160.99954,125.99954,
37949,BEAUNE CLOS DES MOUCHES PREMIER CRU BLANC 2021 (BCO) (JOSEPH DROUHIN),Mistral,França,JOSEPH DROUHIN,Branco,2021,559.9,25,750ml,55,GF,012086361012,CAIXA C/6,20012086361016,Bourgogne,Chardonnay (100%),6.5,2026/01/16 08:00:02.963000000,3014.83754,2989.83754,
34844,BRUNO GIACOSA ROERO ARNEIS DOCG 2020 (BCO) (BRUNO GIACOSA),Mistral,Itália,BRUNO GIACOSA,Branco,2020,89.9,25,750ml,20,GF,8033028430605,,,Piemonte,Arneis 100%,6.5,2026/01/16 08:00:02.963000000,484.07554,459.07554,
39115,ANGELICA ZAPATA CABERNET SAUVIGNON 2021 (TTO) (CATENA ZAPATA),Mistral,Argentina,CATENA ZAPATA,Tinto,2021,55.9,35,750ml,14711,GF,7794450008282,CAIXA C/4,27794450008286,Mendoza,Cabernet Sauvignon,6.5,2026/01/16 08:00:02.963000000,300.99914,265.99914,
39061,LOS VASCOS SAUVIGNON BLANC 2024,Mistral_Vinci,Chile,VIÑA LOS VASCOS,Branco,2024,27.9,35,750ml,4450,GF,7804360000402,CAIXA C/12,17804360000409,Aconcagua,Sauvignon Blanc (100%),6.5,2026/01/16 08:00:02.963000000,150.23033999999998,115.23033999999998,
38547,ALAMOS MALBEC ROSE 2024 (ALAMOS - CATENA ZAPATA),Mistral,Argentina,ALAMOS - CATENA ZAPATA,Rosado,2024,20.5,35,750ml,8509,GF,7794450090089,CAIXA C/12,37794450090080,Mendoza Valle De Uco,Malbec,6.5,2026/01/16 08:00:02.963000000,110.3843,75.3843,
38547,ALAMOS MALBEC ROSE 2024 (ALAMOS - CATENA ZAPATA),Mistral,Argentina,ALAMOS - CATENA ZAPATA,Rosado,2024,20.5,35,750ml,8509,GF,7794450090089,CAIXA C/12,37794450090080,Mendoza Valle De Uco,Malbec,6.5,2026/01/16 08:00:02.963000000,110.3843,75.3843,
38547,ALAMOS MALBEC ROSE 2024 (ALAMOS - CATENA ZAPATA),Mistral,Argentina,ALAMOS - CATENA ZAPATA,Rosado,2024,20.5,35,750ml,8509,GF,7794450090089,CAIXA C/6,17794450090086,Mendoza Valle De Uco,Malbec,6.5,2026/01/16 08:00:02.963000000,110.3843,75.3843,
38547,ALAMOS MALBEC ROSE 2024 (ALAMOS - CATENA ZAPATA),Mistral,Argentina,ALAMOS - CATENA ZAPATA,Rosado,2024,20.5,35,750ml,8509,GF,7794450090089,CAIXA C/6,17794450090086,Mendoza Valle De Uco,Malbec,6.5,2026/01/16 08:00:02.963000000,110.3843,75.3843,
39121,375ML CARMEN INSIGNE CARMENERE 2024 (TTO) (CARMEN),Mistral,Chile,VIÑA CARMEN,Tinto,2024,10.5,35,375ml,22633,GF,7804335001441,CAIXA C/24,17804335001448,Valle Central,Carménère,6.5,2026/01/16 08:00:02.963000000,56.5383,21.5383,
38954,CASTELLO DI AMA L'APPARITA TOSCANA IGT 2020 (TTO) (CASTELLO DI AMA),Mistral,Itália,CASTELLO DI AMA,Tinto,2020,599.9,20,750ml,70,GF,8021846042025,CAIXA C/6,48021846041927,Toscana,Merlot,6.5,2026/01/16 08:00:02.963000000,3230.2215399999995,3210.2215399999995,
36087,SAINT FELICIEN ROSE 2022 (ROS) (CATENA ZAPATA),Mistral,Argentina,CATENA ZAPATA,Rosado,2022,44.9,35,750ml,1983,GF,7794450941527,CAIXA C/4,27794450941521,Mendoza,"Grenache, Syrah e Malbec",6.5,2026/01/16 08:00:02.963000000,241.76853999999997,206.76853999999997,
37945,JOSEPH DROUHIN CHASSAGNE-MONTRACHET PREMIER CRU MORGEOT MARQUIS DE LAGUICHE 2021 (BCO) (JOSEPH DROUHIN),Mistral,França,JOSEPH DROUHIN,Branco,2021,589.9,35,750ml,1,GF,012086352010,CAIXA C/6,20012086352014,Bourgogne,Chardonnay (100%),6.5,2026/01/16 08:00:02.963000000,3176.37554,3141.37554,
37809,MORLET FAMILY VINEYARDS EN FAMILLE 2019 (TTO) (MORLET FAMILY VINEYARD),Mistral,Estados Unidos,MORLET FAMILY VINEYARDS,Tinto,2019,379.9,15,750ml,34,GF,0703355524510,CAIXA C/6,60703355524512,Califórnia,Pinot Noir (100%),6.5,2026/01/16 08:00:02.963000000,2045.60954,2030.60954,
38700,MONTE MEAO VINHA DOS NOVOS 2022 (TTO) (QUINTA DO VALE MEAO),Mistral,Portugal,QUINTA DO VALE MEÃO,Tinto,2022,119.5,35,750ml,43,GF,5607425500044,CAIXA C/3,15607425505046,Douro,Touriga Nacional (100%),6.5,2026/01/16 08:00:02.963000000,643.4597,608.4597,
38431,MONTE MEAO VINHA DA CANTINA 2022 (TTO) (QUINTA DO VALE MEAO),Mistral,Portugal,QUINTA DO VALE MEÃO,Tinto,2022,119.5,35,750ml,24,GF,5607425500129,CAIXA C/3,15607425505121,Douro,Baga (100%),6.5,2026/01/16 08:00:02.963000000,643.4597,608.4597,
37484,QUINTA DO VALE MEAO VINTAGE PORT 2001 (QUINTA DO VALE MEAO),Mistral,Portugal,QUINTA DO VALE MEÃO,Porto,2001,199.9,25,750ml,14,GF,5607425010154,CAIXA C/6,15607425011066,Douro,Touriga Franca e outras 9 castas,13,2026/01/16 08:00:02.963000000,1076.38154,1051.38154,
36089,SAINT FELICIEN SAUVIGNON BLANC 2022 (BCO) (CATENA ZAPATA),Mistral,Argentina,CATENA ZAPATA,Branco,2022,29.9,35,750ml,1488,GF,7794450092328,CAIXA C/6,17794450092325,Mendoza,Sauvignon Blanc (100%),6.5,2026/01/16 08:00:02.963000000,160.99954,125.99954,
39467,ALLO ALVARINHO/ LOUREIRO 2024 (BCO) (SOALHEIRO),Mistral,Portugal,SOALHEIRO,Branco,2024,29.9,35,750ml,3908,GF,5602640000164,CAIXA C/6,25602640000168,Vinho Verde,"Loureiro (70%), Alvarinho (30%)",6.5,2026/01/16 08:00:02.963000000,160.99954,125.99954,
24781,DECANTER DUCK (RIEDEL 1700/14-2M),Mistral,Áustria,RIEDEL,Acessorio,Não se aplica,385,10,UN,6,,9006206816361,UN,9006206816361,Áustria,,9.75,2026/01/16 08:00:02.963000000,2073.071,2063.071,
25610,ECHEZEAUX GRAND CRU 2011 (TTO) (JOSEPH DROUHIN),Mistral,França,JOSEPH DROUHIN,Tinto,2011,959,15,750ml,1,,,,,Bourgogne,Pinot Noir (100%),6.5,2026/01/16 08:00:02.963000000,5163.8314,5148.8314,
27553,TACA VINUM TASTING GLASS,Vinci,Áustria,RIEDEL,Acessorio,Não se aplica,49.68,0,250ml,116,,,,,Áustria,,9.75,2026/01/16 08:00:02.963000000,267.506928,267.506928,
27696,375 ML MONTES ALPHA CHARDONNAY 2013 (BCO) (VINA MONTES),Mistral,Chile,VIÑA MONTES,Branco,2013,24.1,50,375ml,1,GF,715126900218,,,Aconcagua,Chardonnay (100%),6.5,2026/01/16 08:00:02.963000000,129.76886,79.76885999999999,
29958,CLOS DE VOUGEOT GRAND CRU 2015 (TTO) (JOSEPH DROUHIN),Mistral,França,JOSEPH DROUHIN,Tinto,2015,697.5,15,750ml,2,GF,012086582011,,,Bourgogne,Pinot Noir (100%),6.5,2026/01/16 08:00:02.963000000,3755.7585,3740.7585,
30212,MONTES ALPHA MERLOT 2014 (TTO) (VINA MONTES),Mistral,Chile,VIÑA MONTES,Tinto,2014,40.9,35,750ml,1,GF,715126000130,,,Valle De Apalta,Merlot e Cabernet Sauvignon,6.5,2026/01/16 08:00:02.963000000,220.23013999999998,185.23013999999998,
36931,SAINT FELICIEN CHARDONNAY 2022 (BCO) (CATENA ZAPATA),Mistral,Argentina,CATENA ZAPATA,Branco,2022,31.5,35,750ml,104,GF,7794450002549,CAIXA C/6,17794450002546,Mendoza,Chardonnay (100%),6.5,2026/01/16 08:00:02.963000000,169.6149,134.6149,
31292,MONTES ALPHA SPECIAL CUVEE CHARDONNAY 2015 (BCO) (VINA MONTES),Mistral,Chile,VIÑA MONTES,Branco,2015,59.5,35,750ml,4,GF,715126000710,,,Valle de Casablanca,Chardonnay (100%),6.5,2026/01/16 08:00:02.963000000,320.3837,285.3837,
31405,MONTES SAUVIGNON BLANC RESERVA 2018 (BCO) (VINA MONTES),Mistral,Chile,VIÑA MONTES,Branco,2018,21,50,750ml,2,GF,715126022125,,,Valle de Casablanca,Sauvignon Blanc (100%),6.5,2026/01/16 08:00:02.963000000,113.0766,63.0766,
0600240,ROBERTSON WINERY PINOTAGE 2024 (TTO) (ROBERTSON),Mistral_Vinci,África do Sul,ROBERTSON WINERY,Tinto,2024,16.9,35,750ml,5099,GF,6002039003032,CAIXA C/6,26002039003036,Robertson Valley,Pinotage (100%),6.5,2026/01/16 08:00:02.963000000,90.99973999999999,55.99973999999999,
31905,MONTES ALPHA SPECIAL CUVEE CHARDONNAY 2016 (BCO) (VINA MONTES),Mistral_Vinci,Chile,VIÑA MONTES,Branco,2016,59.5,35,750ml,3,GF,715126000710,,,Valle de Casablanca,Chardonnay (100%),6.5,2026/01/16 08:00:02.963000000,320.3837,285.3837,
32154,MONTES ALPHA PINOT NOIR 2018 (TTO) (VINA MONTES),Mistral,Chile,VIÑA MONTES,Tinto,2018,41.5,50,750ml,1,,,,,Valle De Leyda,Pinot Noir (100%),6.5,2026/01/16 08:00:02.963000000,223.46089999999998,173.46089999999998,
33432,OUTER LIMITS SAUVIGNON BLANC 2020 (BCO) (VINA MONTES),Mistral_Vinci,Chile,VIÑA MONTES,Branco,2020,49.9,35,750ml,1,GF,715126900324,,,Valle de San Antonio,Sauvignon Blanc (100%),6.5,2026/01/16 08:00:02.963000000,268.69154,233.69153999999997,
34023,MONTES SELECCION LIMITADA CABERNET/CARMENERE 2019 (TTO) (VINA MONTES),Mistral,Chile,VIÑA MONTES,Tinto,2019,26.5,35,750ml,2,GF,715126600026,CAIXA C/12,10715126600023,Valle De Colchagua,Cabernet Sauvignon e Carménère,6.5,2026/01/16 08:00:02.963000000,142.6919,107.6919,
35179,TACA SYRAH - LINHA FATTO A MANO DARK BLUE (RIEDEL 4900/41D) (RIEDEL),Mistral,Áustria,RIEDEL,Acessorio,Não se aplica,156.5,10,UN,39,,9006206214815,UN,9006206214815,Áustria,,9.75,2026/01/16 08:00:02.963000000,842.6899,832.6899,
35184,TACA CABERNET / MERLOT - LINHA FATTO A MANO ROSA (RIEDEL 4900/0P)(RIEDEL),Mistral,Áustria,RIEDEL,Acessorio,Não se aplica,156.5,10,UN,12,,9006206215034,UN,9006206215034,Áustria,,9.75,2026/01/16 08:00:02.963000000,842.6899,832.6899,
36671,Decanter Mosel Machine Restaurant (Riedel 1416/03),Mistral_Vinci,Áustria,RIEDEL,Acessorio,Não se aplica,83.9,30,UN,235,,9006206323265,UN,9006206323265,Áustria,,9.75,2026/01/16 08:00:02.963000000,451.76794,421.76794,
60655,DECANTER VINO GRANDE - 250ML - COM LOGO MISTRAL E MARCACAO,Mistral,Alemanha,SPIEGELAU,Acessorio,,30.43,0,,2,,4003322108436,UN,4003322108436,Alemanha,,0,2026/01/16 08:00:02.963000000,163.853378,163.853378,
0706230,LA POSTA ARMANDO BONARDA 2023,Mistral_Vinci,Argentina,LA POSTA (LAURA CATENA),Tinto,2023,28.5,35,750ml,4376,GF,7794450093523,CAIXA C/12,30835603001250,Mendoza Valle De Uco,Bonarda,6.5,2026/01/16 08:00:02.963000000,153.4611,118.46109999999999,
21087,375 ML VALLONTANO ESPUMANTE BRUT (ESP),Mistral,Brasil,VALLONTANO,Espumante,Não se aplica,78.9,35,375ml,1938,GF,7898902050123,,,Serra Gaúcha,Chardonnay (75%) e Pinot Noir (25%),0,2026/01/16 08:00:02.963000000,424.84494,389.84494,
38516,MACAN RIOJA DOCa CLASSICO 2020 (TTO) (MACAN (VEGA SICILIA & ROTHSCHILD),Mistral,Espanha,MACÁN(VEGA SICILIA/ROTHSCHILD),Tinto,2020,159.9,35,750ml,737,GF,8437023266243,CAIXA C/6,18437023266257,Rioja,Tempranillo (100%),6.5,2026/01/16 08:00:02.963000000,860.99754,825.99754,
26201,MEIA CH. RIEUSSEC 2010 (BCO/DCE) (BORDEAUX - BRANCOS DOCES),Mistral,França,BORDEAUX - BRANCOS DOCES,Branco Doce,2010,149.9,15,375ml,69,,,,,Bordeaux,"Sémillon(92%), Sauvignon (5%) e Muscadelle (3%)",6.5,2026/01/16 08:00:02.963000000,807.15154,792.15154,
33324,DOLEE FRIULANO 2017 (BCO) (VIE DI ROMANS),Mistral,Itália,VIE DI ROMANS,Branco,2017,84.9,15,750ml,17,GF,8032625752981,,,Friuli,Friulano,6.5,2026/01/16 08:00:02.963000000,457.15254000000004,442.15254000000004,
37793,GOULEYANT MALBEC CAHORS AOC 2021 (TTO) (GEORGES VIGOUROUX),Mistral,França,GEORGES VIGOUROUX,Tinto,2021,32.9,35,750ml,22,GF,3275846855023,CAIXA C/12,13275844355195,Sudoeste,Malbec (85%) e Merlot (15%),6.5,2026/01/16 08:00:02.963000000,177.15334,142.15334,
37034,NICOLAS CATENA ZAPATA 2020 (TTO) (CATENA ZAPATA),Mistral,Argentina,CATENA ZAPATA,Tinto,2020,229,35,750ml,677,GF,7794450008305,CAIXA C/6,17794450008302,Mendoza,"Cabernet Sauvignon (54%), Cabernet Franc (25%) e Malbec (21%)",6.5,2026/01/16 08:00:02.963000000,1233.0734,1198.0734,
36530,CUVEE ALEXANDRE MERLOT 2021 (TTO) (LAPOSTOLLE),Mistral,Chile,LAPOSTOLLE,Tinto,2021,65.9,35,750ml,3541,GF,7804387001109,CAIXA C/6,27804387001103,Valle Del Rapel,"Merlot (85%), Syrah (11%) e Grenache (4%)",6.5,2026/01/16 08:00:02.963000000,354.84514,319.84514,
36525,CLOS APALTA 2019 (TTO) (LAPOSTOLLE),Mistral,Chile,LAPOSTOLLE,Tinto,2019,359.9,30,750ml,274,GF,7804387000423,CAIXA C/6,17804387000420,Valle de Colchagua,"Carménère (70%), Merlot (18%), Cabernet Sauvignon (8%) e Petit Verdot (4%)",6.5,2026/01/16 08:00:02.963000000,1937.91754,1907.91754,
37764,PROSECCO DOCG ASOLO BRUT (ESP) (SACCHETTO),Mistral,Itália,SACCHETTO,Espumante,Não se aplica,36.9,35,750ml,901,GF,8005172003554,CAIXA C/6,8005172003974,Veneto,Glera (100%),6.5,2026/01/16 08:00:02.963000000,198.69173999999998,163.69173999999998,
35759,CATENA ZAPATA ADRIANNA RIVER 2019 (TTO) (CATENA ZAPATA),Mistral,Argentina,CATENA ZAPATA,Tinto,2019,359,35,750ml,220,GF,7794450005304,CAIXA C/3,47794450005302,Mendoza,Malbec (100%),6.5,2026/01/16 08:00:02.963000000,1933.0714,1898.0714,
39304,SILENI SELECTION SAUVIGNON BLANC MARLBOROUGH 2024 (BCO) (SILENI ESTATES),Mistral,Nova Zelândia,SILENI ESTATES,Branco,2024,52.5,35,750ml,1748,GF,9421003813205,CAIXA C/12,9421003813229,South Island,Sauvignon Blanc (88%) e Semillón (12%),6.5,2026/01/16 08:00:02.963000000,282.6915,247.69150000000002,
27127,NUITS SAINT GEORGES 1ER CRU 2011 (TTO)(CHATEAU DE PULIGNY-MONTRACHET),Mistral,França,CHÂTEAU DE PULIGNY-MONTRACHET,Tinto,2011,168.5,20,750ml,1,,,,,Bourgogne,Pinot Noir (100%),6.5,2026/01/16 08:00:02.963000000,907.3050999999999,887.3050999999999,
36079,CARMEN PREMIER RESERVA CARMENERE 2020 (TTO) (VINA CARMEN),Mistral,Chile,VIÑA CARMEN,Tinto,2020,22.9,35,750ml,4,GF,7804335002639,CAIXA C/12,17804335002636,Valle de Colchagua,Carménère (90%) e Carignan (10%),6.5,2026/01/16 08:00:02.963000000,123.30733999999998,88.30733999999998,
